obs,saison,mois,jour_mois,jour_semaine,horaire,jour_travail,vacances,meteo,velos,humidite,vent,temperature1,temperature2
1557,4,11,9,4,5,2,1,1,864,82,2.25,11.36,11.6
1558,4,11,10,5,1,2,1,2,191,93.71,6.9,9.86,9.43
1559,4,11,10,5,2,2,1,2,1036,92.5,15.69,11.27,11.5
1560,4,11,10,5,3,2,1,2,435,75.5,37.42,10.8,9.5
1561,4,11,10,5,4,2,1,3,585,81,24.54,8.92,6.75
1562,4,11,10,5,5,2,1,2,686,60,26.07,8.73,6.2
1563,4,11,11,6,1,1,2,1,169,54.71,28.28,6.5,3.14
1564,4,11,11,6,2,1,2,1,780,43.5,43.45,6.34,2.25
1565,4,11,11,6,3,1,2,1,892,39.5,53.11,8.92,6.5
1566,4,11,11,6,4,1,2,1,972,37.25,35.81,8.45,5.25
1567,4,11,11,6,5,1,2,1,555,41.4,17.38,6.66,4.8
1568,4,11,12,7,1,1,1,1,199,69.29,13.56,2.74,-0.14
1569,4,11,12,7,2,1,1,1,520,66.75,22.53,5.16,2.25
1570,4,11,12,7,3,1,1,1,1469,42.5,30.98,13.15,13.5
1571,4,11,12,7,4,1,1,1,1235,38.25,26.55,15.03,15.5
1572,4,11,12,7,5,1,1,1,644,50.4,26.71,11.55,11.8
1573,4,11,13,1,1,1,1,2,263,61.71,16.32,8.92,7.43
1574,4,11,13,1,2,1,1,1,498,57.5,24.95,9.86,9
1575,4,11,13,1,3,1,1,2,1359,31.5,47.07,15.97,16.5
1576,4,11,13,1,4,1,1,2,1050,31,37.02,16.44,17
1577,4,11,13,1,5,1,1,1,547,37.6,35.73,14.75,15.2
1578,4,11,14,2,1,2,1,1,203,65.43,29.66,13.08,13.43
1579,4,11,14,2,2,2,1,2,1118,67.25,28.57,14.09,14.5
1580,4,11,14,2,3,2,1,1,718,52.75,38.22,19.26,21.75
1581,4,11,14,2,4,2,1,1,1518,48,34.6,20.67,23.5
1582,4,11,14,2,5,2,1,1,929,55.8,36.05,19.64,22.8
1583,4,11,15,3,1,2,1,1,194,64.57,29.43,18.05,18.72
1584,4,11,15,3,2,2,1,2,1137,66,17.3,17.85,18.5
1585,4,11,15,3,3,2,1,2,610,63,18.91,17.62,18.25
1586,4,11,15,3,4,2,1,2,1354,68,20.11,16.21,16.75
1587,4,11,15,3,5,2,1,2,900,82.6,17.06,14.56,15
1588,4,11,16,4,1,2,1,2,124,94.86,11.04,13.49,13.85
1589,4,11,16,4,2,2,1,3,487,94,0,13.62,14
1590,4,11,16,4,3,2,1,3,233,97,9.66,13.62,14
1591,4,11,16,4,4,2,1,3,611,91,21.33,14.32,14.75
1592,4,11,16,4,5,2,1,3,362,88,30.58,12.49,12.8
1593,4,11,17,5,1,2,1,2,138,74.14,29.89,10.67,10
1594,4,11,17,5,2,2,1,3,802,61,33.4,7.98,4.25
1595,4,11,17,5,3,2,1,2,452,54.25,39.43,7.74,4
1596,4,11,17,5,4,2,1,1,1017,42.25,39.03,7.28,3.75
1597,4,11,17,5,5,2,1,1,644,46.6,26.71,5.35,2
1598,4,11,18,6,1,2,1,1,150,44.14,21.38,3.15,-0.57
1599,4,11,18,6,2,2,1,1,919,42.5,22.53,3.28,-0.25
1600,4,11,18,6,3,2,1,1,636,32.75,13.28,7.28,5.25
1601,4,11,18,6,4,2,1,1,1093,31.25,15.29,7.28,5.5
1602,4,11,18,6,5,2,1,1,594,49.8,16.42,4.78,2
1603,4,11,19,7,1,1,1,1,171,53.71,28.05,3.82,-0.57
1604,4,11,19,7,2,1,1,1,475,53.25,28.56,4.93,1
1605,4,11,19,7,3,1,1,1,1256,34.25,23.34,10.8,11
1606,4,11,19,7,4,1,1,1,1109,41.25,22.13,11.04,11.25
1607,4,11,19,7,5,1,1,2,652,62.8,17.7,9.11,8.2
1608,4,11,20,1,1,1,1,2,295,65.86,27.82,10.93,11.14
1609,4,11,20,1,2,1,1,1,455,70.5,20.92,12.21,12.5
1610,4,11,20,1,3,1,1,2,1322,62.25,18.51,16.21,16.75
1611,4,11,20,1,4,1,1,2,1005,64.5,19.31,16.68,17.25
1612,4,11,20,1,5,1,1,2,443,78.6,10.3,14.75,15.2
1613,4,11,21,2,1,2,1,3,137,98.29,10.11,12.81,13.14
1614,4,11,21,2,2,2,1,2,1009,91.25,7.24,14.56,15
1615,4,11,21,2,3,2,1,2,559,79.75,15.29,15.5,16
1616,4,11,21,2,4,2,1,3,618,92.5,25.35,12.21,12.5
1617,4,11,21,2,5,2,1,3,442,88.4,18.99,10.8,11
1618,4,11,22,3,1,2,1,3,118,95.71,13.57,9.99,10.14
1619,4,11,22,3,2,2,1,3,512,94,12.07,10.33,10.5
1620,4,11,22,3,3,2,1,3,114,98.5,10.87,11.27,11.5
1621,4,11,22,3,4,2,1,3,409,97,2.42,12.68,13
1622,4,11,22,3,5,2,1,2,454,96.4,22.21,14.18,14.6
1623,4,11,23,4,1,2,1,2,124,94,28.05,14.69,15.14
1624,4,11,23,4,2,2,1,2,722,95.5,15.69,15.27,15.75
1625,4,11,23,4,3,2,1,2,663,58.75,48.28,13.62,14
1626,4,11,23,4,4,2,1,2,688,61.25,49.09,10.8,11
1627,4,11,23,4,5,2,1,1,369,59.8,44.1,8.73,5.8
1628,4,11,24,5,1,1,2,1,93,60.43,20.69,6.23,4
1629,4,11,24,5,2,1,2,1,265,64.5,5.23,6.8,5.75
1630,4,11,24,5,3,1,2,1,635,35.25,28.16,13.86,14.25
1631,4,11,24,5,4,1,2,1,374,37,19.72,14.32,14.75
1632,4,11,24,5,5,1,2,1,128,69.6,15.13,9.11,7.8
1633,4,11,25,6,1,2,1,1,80,77,8.97,5.97,4.57
1634,4,11,25,6,2,2,1,1,346,77.25,8.05,6.1,5
1635,4,11,25,6,3,2,1,1,1053,50.25,17.71,14.09,14.5
1636,4,11,25,6,4,2,1,1,908,38.25,14.89,15.27,15.75
1637,4,11,25,6,5,2,1,1,405,68.6,6.12,9.48,9.2
1638,4,11,26,7,1,1,1,1,133,77.86,7.59,6.5,5.71
1639,4,11,26,7,2,1,1,1,301,80,7.65,7.04,6
1640,4,11,26,7,3,1,1,1,1163,51.25,6.44,13.15,13.5
1641,4,11,26,7,4,1,1,2,958,49.5,14.48,13.62,14
1642,4,11,26,7,5,1,1,2,513,73.6,1.93,10.24,10.4
1643,4,11,27,1,1,1,1,1,156,83.71,7.13,8.65,8.29
1644,4,11,27,1,2,1,1,1,365,78.25,29.37,11.98,12.25
1645,4,11,27,1,3,1,1,1,1122,55.5,35,17.85,19.25
1646,4,11,27,1,4,1,1,1,999,53.5,24.14,18.09,19.5
1647,4,11,27,1,5,1,1,1,429,68.2,27.36,14.75,15.2
1648,4,11,28,2,1,2,1,1,176,82.17,17.71,12.52,12.83
1649,4,11,28,2,2,2,1,2,999,86.75,9.66,12.68,13
1650,4,11,28,2,3,2,1,2,601,60,5.63,18.56,20.25
1651,4,11,28,2,4,2,1,1,1298,60,20.92,18.79,19.5
1652,4,11,28,2,5,2,1,2,793,77.8,20.28,17,17.6
1653,4,11,29,3,1,2,1,1,163,85.14,15.18,16.04,16.57
1654,4,11,29,3,2,2,1,1,1029,75,36.21,17.62,18.25
1655,4,11,29,3,3,2,1,3,87,85.25,32.19,12.45,12.75
1656,4,11,29,3,4,2,1,3,928,85.75,30.98,10.8,11
1657,4,11,29,3,5,2,1,2,707,82.8,32.83,9.86,9.4
1658,4,11,30,4,1,2,1,1,168,73,24.6,6.64,3.86
1659,4,11,30,4,2,2,1,1,1066,75.75,21.73,5.86,3
1660,4,11,30,4,3,2,1,2,541,48.25,35,9.62,9
1661,4,11,30,4,4,2,1,1,1097,47.5,34.2,8.45,5
1662,4,11,30,4,5,2,1,1,741,55,33.15,6.48,2.8
1663,4,12,1,5,1,2,1,1,168,57.29,30.58,4.22,-0.29
1664,4,12,1,5,2,2,1,1,1070,57.5,35.41,5.16,0.75
1665,4,12,1,5,3,2,1,1,554,43.75,24.95,9.62,8.5
1666,4,12,1,5,4,2,1,1,1178,42.25,17.7,9.86,9.25
1667,4,12,1,5,5,2,1,1,757,56.8,8.69,6.48,5.6
1668,4,12,2,6,1,2,1,1,177,77.14,2.76,2.88,2.29
1669,4,12,2,6,2,2,1,1,1001,82.5,8.45,4.22,3
1670,4,12,2,6,3,2,1,1,741,53.5,14.48,9.86,9
1671,4,12,2,6,4,2,1,1,1258,42.5,4.83,11.5,11.75
1672,4,12,2,6,5,2,1,1,763,49.6,26.07,7.98,6
1673,4,12,3,7,1,1,1,1,230,66.57,16.55,3.82,0.86
1674,4,12,3,7,2,1,1,1,408,70.25,11.27,4.22,2.5
1675,4,12,3,7,3,1,1,1,1268,50.75,4.83,8.45,8
1676,4,12,3,7,4,1,1,1,1098,51.75,3.62,9.15,8.75
1677,4,12,3,7,5,1,1,1,610,62.8,10.63,6.29,5
1678,4,12,4,1,1,1,1,1,279,80.29,2.99,4.76,4.29
1679,4,12,4,1,2,1,1,1,423,84,3.62,5.4,5
1680,4,12,4,1,3,1,1,1,1263,72.5,18.51,9.86,9
1681,4,12,4,1,4,1,1,1,1042,66.75,14.89,10.8,11
1682,4,12,4,1,5,1,1,1,478,81.4,9.66,8.73,7.8
1683,4,12,5,2,1,2,1,1,168,87.86,5.98,6.64,6
1684,4,12,5,2,2,2,1,1,964,89.25,4.83,7.98,7.5
1685,4,12,5,2,3,2,1,2,581,75.25,7.65,11.27,11.25
1686,4,12,5,2,4,2,1,1,1241,72.25,4.83,13.38,13.75
1687,4,12,5,2,5,2,1,2,857,84.6,9.98,13.24,13.6
1688,4,12,6,3,1,2,1,2,163,87,26.44,13.75,14.14
1689,4,12,6,3,2,2,1,2,902,94,24.14,13.62,14
1690,4,12,6,3,3,2,1,3,233,98.5,24.14,13.86,14.25
1691,4,12,6,3,4,2,1,3,699,100,25.75,14.09,14.5
1692,4,12,6,3,5,2,1,3,597,100,24.14,13.43,13.8
1693,4,12,7,4,1,2,1,3,77,100,25.29,13.62,14
1694,4,12,7,4,2,2,1,3,229,100,12.07,12.68,13
1695,4,12,7,4,3,2,1,3,141,100,16.49,12.68,13
1696,4,12,7,4,4,2,1,3,164,95.5,28.16,11.27,11.5
1697,4,12,7,4,5,2,1,3,94,89.4,56.97,5.72,0.4
1698,4,12,8,5,1,2,1,1,118,67.43,33.11,3.68,-1.14
1699,4,12,8,5,2,2,1,1,1008,54.75,32.99,3.04,-1.75
1700,4,12,8,5,3,2,1,1,523,49.5,32.19,5.86,2.25
1701,4,12,8,5,4,2,1,1,974,47.75,17.7,6.34,4.5
1702,4,12,8,5,5,2,1,1,699,62.4,11.59,4.22,2.2
1703,4,12,9,6,1,2,1,1,151,74.29,1.38,2.74,2.29
1704,4,12,9,6,2,2,1,1,974,76.75,9.26,3.98,2.75
1705,4,12,9,6,3,2,1,1,664,55.75,27.76,8.92,7.5
1706,4,12,9,6,4,2,1,1,1119,58.75,14.08,8.68,8
1707,4,12,9,6,5,2,1,1,712,77,0,6.1,6
1708,4,12,10,7,1,1,1,2,248,66.14,12.65,4.35,2.14
1709,4,12,10,7,2,1,1,1,425,62,23.33,4.93,1.5
1710,4,12,10,7,3,1,1,1,1098,40.75,42.65,7.51,3.5
1711,4,12,10,7,4,1,1,1,897,34.75,35.01,6.1,2.25
1712,4,12,10,7,5,1,1,1,522,41,22.21,2.72,-1.2
1713,4,12,11,1,1,1,1,1,228,57.29,17.01,0.06,-3.71
1714,4,12,11,1,2,1,1,1,404,56.75,0,1.16,0.75
1715,4,12,11,1,3,1,1,1,995,32.25,0,5.16,5
1716,4,12,11,1,4,1,1,1,798,32.5,5.23,5.16,4
1717,4,12,11,1,5,1,1,1,318,57.8,6.44,2.15,0.8
1718,4,12,12,2,1,2,1,1,123,73.57,2.99,0.59,-0.57
1719,4,12,12,2,2,2,1,2,945,77.25,11.67,0.23,-3
1720,4,12,12,2,3,2,1,2,537,54.25,11.67,5.63,4.25
1721,4,12,12,2,4,2,1,2,1062,56.5,7.65,6.57,5.75
1722,4,12,12,2,5,2,1,1,643,68.6,3.86,4.6,4
1723,4,12,13,3,1,2,1,1,142,80.86,0,1.27,0.86
1724,4,12,13,3,2,2,1,1,958,65.25,16.1,2.81,-0.25
1725,4,12,13,3,3,2,1,1,552,40.75,32.19,9.62,8.25
1726,4,12,13,3,4,2,1,1,1138,38.5,24.94,9.39,8.25
1727,4,12,13,3,5,2,1,1,733,54.4,14.16,6.1,4.4
1728,4,12,14,4,1,2,1,1,152,76.14,0,4.35,4.14
1729,4,12,14,4,2,2,1,2,1095,70,0,5.63,5.5
1730,4,12,14,4,3,2,1,2,543,55.75,7.65,8.92,8.5
1731,4,12,14,4,4,2,1,2,1198,56.75,12.88,9.39,8.75
1732,4,12,14,4,5,2,1,2,752,66,15.13,7.98,6.4
1733,4,12,15,5,1,2,1,2,202,69.43,20,7.04,5
1734,4,12,15,5,2,2,1,2,1104,64,26.96,8.68,6.75
1735,4,12,15,5,3,2,1,2,588,57,43.05,14.09,14.5
1736,4,12,15,5,4,2,1,3,914,61.25,26.15,15.73,16.25
1737,4,12,15,5,5,2,1,1,901,61.4,33.8,16.25,16.8
1738,4,12,16,6,1,2,1,1,244,62.71,25.75,14.56,15
1739,4,12,16,6,2,2,1,1,1065,46,37.82,8.92,6.5
1740,4,12,16,6,3,2,1,2,582,41.25,33.39,7.98,4.25
1741,4,12,16,6,4,2,1,2,1037,45,28.57,7.04,4
1742,4,12,16,6,5,2,1,2,649,46.6,18.99,6.66,4.4
1743,4,12,17,7,1,1,1,2,224,56.86,24.6,4.76,1.43
1744,4,12,17,7,2,1,1,2,360,55,26.55,4.22,0.5
1745,4,12,17,7,3,1,1,2,926,45.75,32.99,5.16,1.25
1746,4,12,17,7,4,1,1,1,772,46.5,30.18,4.69,0.75
1747,4,12,17,7,5,1,1,1,457,71.8,19.64,1.96,-1.8
1748,4,12,18,1,1,1,1,1,185,61,15.86,1.8,-1.43
1749,4,12,18,1,2,1,1,1,254,63,15.69,2.1,-0.75
1750,4,12,18,1,3,1,1,1,863,54.5,27.76,4.92,1.25
1751,4,12,18,1,4,1,1,1,715,46,24.14,5.63,2.5
1752,4,12,18,1,5,1,1,1,414,65.2,11.59,2.72,0.6
1753,4,12,19,2,1,2,1,1,127,83.71,10.81,-0.08,-3
1754,4,12,19,2,2,2,1,1,879,71.25,19.31,1.87,-2
1755,4,12,19,2,3,2,1,1,547,55.25,30.58,6.8,3.25
1756,4,12,19,2,4,2,1,1,1099,45.5,21.72,9.86,9.5
1757,4,12,19,2,5,2,1,2,751,51.2,17.06,9.3,7.8
1758,4,12,20,3,1,2,1,2,131,57,3.22,8.65,8.43
1759,4,12,20,3,2,2,1,2,1088,60,7.64,10.33,10.5
1760,4,12,20,3,3,2,1,2,623,57,14.48,12.21,12.5
1761,4,12,20,3,4,2,1,1,1234,59,9.66,11.5,11.75
1762,4,12,20,3,5,2,1,1,674,65.2,1.93,9.3,9.2
1763,1,12,21,4,1,2,1,2,148,74.14,5.29,8.92,8.57
1764,1,12,21,4,2,2,1,2,957,87.25,20.12,10.8,10.75
1765,1,12,21,4,3,2,1,3,226,88,39.43,13.86,14.25
1766,1,12,21,4,4,2,1,3,671,97,36.21,13.15,13.5
1767,1,12,21,4,5,2,1,1,658,90.4,30.58,15.5,16
1768,1,12,22,5,1,2,1,1,142,82.29,9.2,12.01,12.28
1769,1,12,22,5,2,2,1,2,898,87.25,4.83,9.39,9.5
1770,1,12,22,5,3,2,1,2,694,64.5,0,13.62,14
1771,1,12,22,5,4,2,1,2,1114,62.75,6.84,13.38,13.75
1772,1,12,22,5,5,2,1,3,220,76.8,2.25,11.18,11.2
1773,1,12,23,6,1,2,1,3,88,90.14,21.38,9.99,9.86
1774,1,12,23,6,2,2,1,1,534,71.5,30.58,10.57,10.75
1775,1,12,23,6,3,2,1,1,738,54,49.89,10.8,11
1776,1,12,23,6,4,2,1,1,619,51.75,30.58,9.39,8.25
1777,1,12,23,6,5,2,1,1,230,61.4,23.17,7.23,5
1778,1,12,24,7,1,1,1,2,87,68.43,12.88,6.91,5.43
1779,1,12,24,7,2,1,1,1,149,56.75,39.43,5.86,1.75
1780,1,12,24,7,3,1,1,1,371,39,33.39,7.74,4
1781,1,12,24,7,4,1,1,1,299,42,17.3,6.34,4.25
1782,1,12,24,7,5,1,1,1,105,54.4,8.37,4.22,2.4
1783,1,12,25,1,1,1,1,1,18,71,11.27,2.18,-0.17
1784,1,12,25,1,2,1,1,1,75,82,18.51,2.81,-0.5
1785,1,12,25,1,3,1,1,1,316,69,26.15,6.81,3.75
1786,1,12,25,1,4,1,1,1,251,62.25,16.9,7.98,6.25
1787,1,12,25,1,5,1,1,1,94,57.6,14.16,5.91,4
1788,1,12,26,2,1,1,2,1,38,51.67,27.9,6.41,3
1789,1,12,26,2,2,1,2,1,169,44.5,30.98,7.51,4.5
1790,1,12,26,2,3,1,2,1,484,42.25,45.06,9.15,7
1791,1,12,26,2,4,1,2,1,400,44.5,22.93,8.45,6.75
1792,1,12,26,2,5,1,2,1,226,66.2,6.12,4.97,4
1793,1,12,27,3,1,2,1,2,71,65.86,22.53,5.29,2.14
1794,1,12,27,3,2,2,1,2,408,65.5,17.3,6.57,4.75
1795,1,12,27,3,3,2,1,3,88,79,19.31,7.74,6.75
1796,1,12,27,3,4,2,1,3,315,86,30.58,11.27,11.5
1797,1,12,27,3,5,2,1,1,280,89.4,12.23,7.04,5.6
1798,1,12,28,4,1,2,1,1,85,66.5,26.02,7.04,4.17
1799,1,12,28,4,2,2,1,1,612,57,31.38,7.28,4
1800,1,12,28,4,3,2,1,1,530,42.5,47.48,7.98,3.75
1801,1,12,28,4,4,2,1,1,703,37,38.22,5.63,1.5
1802,1,12,28,4,5,2,1,1,372,42.8,20.92,2.72,-1
1803,1,12,29,5,1,2,1,1,102,52.71,15.17,1.67,-1.28
1804,1,12,29,5,2,2,1,2,596,64,10.46,1.4,-1
1805,1,12,29,5,3,2,1,2,525,55,8.05,4.69,3
1806,1,12,29,5,4,2,1,1,801,55.25,14.89,6.1,4.25
1807,1,12,29,5,5,2,1,1,399,62.4,13.84,5.54,3.6
1808,1,12,30,6,1,2,1,1,112,70,10.81,3.55,1.57
1809,1,12,30,6,2,2,1,1,612,72.5,11.67,4.22,2.25
1810,1,12,30,6,3,2,1,1,820,55.75,14.89,8.45,7.25
1811,1,12,30,6,4,2,1,1,999,51.75,13.28,10.56,10.25
1812,1,12,30,6,5,2,1,2,456,63.6,22.53,8.36,6.2
1813,1,12,31,7,1,1,1,2,142,66.57,26.44,10.26,10.14
1814,1,12,31,7,2,1,1,1,286,77.25,8.05,9.62,9.25
1815,1,12,31,7,3,1,1,1,1103,50.75,34.6,14.32,14.75
1816,1,12,31,7,4,1,1,1,670,51.5,32.59,12.45,12.75
1817,1,12,31,7,5,1,1,1,284,58.8,16.74,10.61,10.8
